문항 번호,변별도 (alpha),난이도 (beta)
1,0.7738813975720131,0.3621261483327753
2,0.7481067615553845,0.6952143554330001
3,1.184723183508962,0.4954186833910698
4,0.4653337200698503,-0.31529536389366186
5,0.6490222668153088,0.5850343394027648
6,1.0356605880506669,0.08571146102460445
7,1.0584871584842264,0.36800904939435936
8,0.9144406993729429,0.4528662927569144
9,0.5921261665235936,0.4460525171084497
10,0.8497586767264438,1.213027660595251
11,0.6994982290441377,0.3794055060144651
12,1.1374644885873524,0.6775561504733455
13,1.1655583176326783,0.01817339792936995
14,0.6671835977379745,0.5612663094752904
15,0.7656730810506542,0.5242628308827814
16,0.8297321181432128,-0.01697321125150275
17,0.5274192778805296,0.45789884323545493
18,1.0727914279084587,-0.2243353764310415
19,1.4053898143885148,0.7184087940150004
20,0.7870886276946828,0.8725913369721902
21,0.5524764269559279,0.4387866142991914
22,1.524324969952218,-0.07223368711512505
23,1.1733151565407125,0.49911624132629634
24,0.9111448842243669,0.5879591166078206
25,1.2109755696655105,0.30984560186060484
26,1.0871388651477794,0.20178238720820166
27,0.6211508098203579,0.4227071675962413
28,0.8543441170794581,-0.0075741985008571005
29,0.4094507027225853,0.4945598717187914
30,1.747591596967524,0.0031974784390595605
31,0.4920763535024615,0.11759076968218088
32,0.5044877874448566,-0.3258339973785828
33,1.1184888542906053,0.5116713514014471
34,0.989641209692592,0.22369030362886
35,0.7761783962956155,0.6923176611931173
36,0.7891388479065807,0.5088736288696298
37,0.9649707555978241,0.437258073533433
38,1.1449669639378064,0.03373165410911974
39,0.3913928057134887,0.493984881259609
40,0.9468244842486306,-0.19903450708445802
41,0.6096852703081611,0.613715105565385
42,0.6020318650519625,0.24835748332426905
43,0.5720501651206211,0.6434213392523721
44,0.6814124796802674,0.40442471445242045
45,0.7696710864966492,0.4920854084222144
46,0.6426197271033514,1.1579856583329984
47,0.7319922031144398,0.1978769605674736
48,0.5552682426336198,1.4032671913140058
49,0.9698480418441634,-0.6404684076851226
50,0.8420486174230956,0.4651868289290186
